"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","79/1211","497/28943",1.06110541798733e-24,2.04939705039553e-22,1.12504135242867e-22,"Lgals3/H2-Aa/Gpnmb/Fgl2/Anxa1/Lgals1/Cd44/Lgals9/Il2rg/H2-Eb1/Adam8/Itgb2/Havcr2/Gimap5/Fermt3/Ptprc/Il1b/Ptafr/Cd244a/Laptm5/Aif1/Rasal3/Icam1/Nckap1l/Pycard/Gcnt1/Cd274/Cd9/Cd24a/Ptpn6/Ccr5/H2-DMb1/Lyn/Prkcd/Spi1/F11r/Il4ra/Tgfbr2/B2m/Syk/Cd37/Ets1/Mdk/Cd86/Igfbp2/Irf1/Il15/Cebpb/Tbx18/Tnfaip8l2/Stat5a/Vsir/Jag1/Myo10/Runx1/Akna/Podxl/Hspb1/Sox4/Cdkn2a/Itga6/Cav1/Hlx/Swap70/Cdh1/Ccm2l/Vcam1/Bmp7/Nfkbiz/Il6st/Klf4/Igf1/Sdc4/Rara/Foxj1/Gcnt2/Socs1/Efnb1/H2-DMa",79
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","78/1211","486/28943",1.1258597605887e-24,2.10198017301911e-22,1.1539074949753e-22,"H2-Aa/Fgl2/Irf7/Anxa1/Fcgr1/Fcer1g/Ctsc/Csf2rb/C3ar1/H2-Eb1/H2-T23/Rsad2/Slc11a1/H2-Q4/Havcr2/Gimap5/Ptprc/Enpp1/Il1b/Tnfrsf1b/H2-K1/Ctsh/H2-Q7/H2-Q9/Fcgr3/C1qb/Cd40/C1qa/Cfh/Il18bp/Icam1/Nckap1l/Pla2g4a/C1qc/Trem2/Il21r/Unc93b1/Cd274/Cd24a/Fcgr2b/Ptpn6/H2-DMb1/Prkcd/C4b/Ighm/Parp3/Fas/H2-D1/Il4ra/Tnfsf13/B2m/Inpp5d/Tap2/H2-M3/Tcirg1/Nectin2/Myd88/Irf1/Klhl6/Rftn1/Serping1/C1ra/Adam17/Tmem98/Bcl3/Vsir/Jag1/Hlx/Swap70/Stat3/Cr1l/Emp2/Il33/Nfkbiz/H2-T22/Gadd45g/Foxj1/H2-DMa",78
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","49/1211","196/28943",1.45520105863197e-24,2.62921971916053e-22,1.44334203472461e-22,"Gpnmb/Tmem106a/Cd84/Lgals9/Trim30a/Fcer1g/Cd14/Slamf9/Clec7a/Ccl4/Adam8/Clec4a1/Lbp/Ccn1/Havcr2/Ptprc/Ptafr/Tspo/Ripk1/Ccl3/Tyrobp/Zfp36/Fcgr3/Tnfrsf1a/Pycard/Trem2/Cd274/Cd24a/Ptpn6/Ccr5/Rigi/Syk/Myd88/Cd33/Tirap/Bcl3/Ifngr1/Vsir/Hspb1/Frmd8/Akap12/Cx3cr1/Axl/Stat3/Il33/Angpt1/Igf1/Mapkapk2/Rara",49
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","67/1211","371/28943",2.65303525242609e-24,4.64364076526204e-22,2.54918288563704e-22,"Isg15/Fgl2/Irf7/Cxcl1/Cd180/Cd84/Lgals9/Hmgb2/Trim30a/Ncf1/Clec7a/Adam8/Apobec3/Lbp/Tap1/Havcr2/Gimap5/Rnf125/Ly86/Il1b/Trim30d/Tyrobp/Parp14/Dhx58/Trim12c/Cfh/Ifi35/Mndal/Pycard/Trem2/Grn/Sting1/Ifi203/Myo1f/Vav1/Cd274/Cd24a/Zc3hav1/Rigi/Parp9/Irgm1/Spi1/Cgas/Syk/Tap2/Cd37/Stat1/H2-M3/Nectin2/Irf1/Nfe2l2/Il15/Dtx3l/Serping1/Mmrn2/Igtp/Nmi/Cxcl5/Tirap/Stat5a/Trim56/Casp6/Stat2/Samhd1/Rps19/Socs1/Serpinb1a",67
"GO:0007162","GO:0007162","negative regulation of cell adhesion","61/1211","313/28943",4.93841580673582e-24,8.38183846470526e-22,4.60131182503201e-22,"Lgals3/Serpine1/H2-Aa/Gpnmb/Fgl2/Col1a1/Tnc/Anxa1/Lgals1/Cd44/Lgals9/Cyp1b1/Adam8/Lpxn/Havcr2/Gimap5/Mmp14/Ptprc/Laptm5/Angpt2/Nckap1l/Myo1f/Cd274/Cd9/Cd24a/Ptpn6/Fbln1/Prkcd/Spi1/Il4ra/Apod/Phldb2/Cd37/Acer2/Mdk/Cd86/Irf1/Cebpb/Acvrl1/Pde3b/Tnfaip8l2/Plxnb2/Vsir/Jag1/Runx1/Akna/Podxl/Hspb1/Cdkn2a/Jam2/Hlx/Swap70/Lamb1/Cdh1/Ccm2l/Angpt1/Klf4/Sdc4/Foxj1/Gcnt2/Socs1",61
"GO:0050727","GO:0050727","regulation of inflammatory response","66/1211","367/28943",7.49336881177349e-24,1.23442231513951e-21,6.77651092854191e-22,"Serpine1/Tnc/Anxa1/Lgals1/Cd44/Lgals9/Fcgr1/Fcer1g/Ctsc/Ncf1/Adam8/Lbp/Ctla2a/Bcl6b/Socs3/Il1b/Cst7/Cdh5/Tnfrsf1b/Ripk1/Ccl3/Zfp36/Fcgr3/Ctss/Alox5ap/Ifi35/Pla2g4a/Tnfrsf1a/Pycard/Trem2/Grn/Sting1/Cd24a/Fcgr2b/Cebpa/Ccr5/Serpinf1/Lyn/Cd200/Uaca/Gpr17/Ets1/Mdk/Cd200r4/Myd88/Cebpb/Nupr1/Nmi/Tnfaip8l2/Ier3/Ptges/Stat5a/Rb1/Ccn4/Akna/Ninj1/Lacc1/Cx3cr1/Nfkbia/Il33/Nfkbiz/Nfkb1/Ptgs2/Igf1/Tradd/Rps19",66
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","57/1211","280/28943",1.60260557710898e-23,2.56462681068212e-21,1.40788297465725e-21,"Lgals3/H2-Aa/Gpnmb/Ccl12/Anxa1/Cd44/Lgals9/Rac2/Csf2rb/Mzb1/Cd38/Havcr2/Ptprc/Il1b/Tnfrsf1b/Tyrobp/Cd244a/Laptm5/Aif1/Cd40/Rasal3/Nckap1l/Cnn2/Pycard/Cd274/Cd24a/Fcgr2b/Ptpn6/H2-DMb1/Lyn/Ighm/Tnfrsf13b/Tgfbr2/Lst1/Syk/Inpp5d/Cd37/Cd86/Igfbp2/Myd88/Irf1/Cdkn1a/Il15/Cebpb/Tirap/Stat5a/Vsir/Csf1/Cdkn2a/Vcam1/Il33/St6gal1/Il6st/Igf1/Sdc4/Foxj1/Efnb1",57
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","47/1211","189/28943",1.65295580566794e-23,2.57172374098503e-21,1.41177892057194e-21,"Gpnmb/Tmem106a/Cd84/Lgals9/Trim30a/Fcer1g/Cd14/Clec7a/Ccl4/Adam8/Clec4a1/Lbp/Ccn1/Havcr2/Ptprc/Ptafr/Tspo/Ripk1/Ccl3/Tyrobp/Zfp36/Fcgr3/Tnfrsf1a/Pycard/Trem2/Cd274/Cd24a/Ptpn6/Ccr5/Rigi/Syk/Myd88/Cd33/Tirap/Bcl3/Ifngr1/Vsir/Hspb1/Akap12/Cx3cr1/Axl/Stat3/Il33/Angpt1/Igf1/Mapkapk2/Rara",47
"GO:0045766","GO:0045766","positive regulation of angiogenesis","46/1211","182/28943",2.3443909235868e-23,3.45550883237097e-21,1.89694345922356e-21,"Lgals3/Serpine1/Cxcr4/C5ar1/Hmox1/Cyp1b1/C3ar1/Mmp9/Itgb2/Il1b/Ecm1/Cdh5/Lrg1/Ctsh/Angpt2/Cd40/Hk2/Tnfrsf1a/Grn/Cela1/Hspb6/Pgf/Anxa3/Tgfbr2/Ets1/Mdk/Nfe2l2/Erap1/Acvrl1/Itgb1/Pxn/Runx1/Hspb1/Ninj1/Nrp1/Kdr/F3/Nos3/Adm/Cx3cr1/Stat3/Ramp2/Chil1/Klf4/Smoc2/Btg1",46
"GO:1904018","GO:1904018","positive regulation of vasculature development","46/1211","182/28943",2.3443909235868e-23,3.45550883237097e-21,1.89694345922356e-21,"Lgals3/Serpine1/Cxcr4/C5ar1/Hmox1/Cyp1b1/C3ar1/Mmp9/Itgb2/Il1b/Ecm1/Cdh5/Lrg1/Ctsh/Angpt2/Cd40/Hk2/Tnfrsf1a/Grn/Cela1/Hspb6/Pgf/Anxa3/Tgfbr2/Ets1/Mdk/Nfe2l2/Erap1/Acvrl1/Itgb1/Pxn/Runx1/Hspb1/Ninj1/Nrp1/Kdr/F3/Nos3/Adm/Cx3cr1/Stat3/Ramp2/Chil1/Klf4/Smoc2/Btg1",46
"GO:0030595","GO:0030595","leukocyte chemotaxis","51/1211","228/28943",3.95591234747428e-23,5.68129873287268e-21,3.11881780485084e-21,"Spp1/Ch25h/Lgals3/Serpine1/Cxcl10/Ccl12/Cxcl1/Pf4/C5ar1/Anxa1/Rac2/Fcer1g/C3ar1/Ccl6/Ccl9/Slamf9/Ccl4/Adam8/Itgb2/Lbp/Il1b/Cxcl16/Ccl3/Itgam/Fcgr3/Aif1/Nckap1l/Vav1/Lyn/Lgmn/Pgf/Spi1/Cmklr1/Syk/Mdk/Dysf/Cxcl5/Adam17/Tirap/Cklf/Csf3r/Ninj1/Ano6/Csf1/Hsd3b7/Edn1/Swap70/Pdgfb/Cx3cr1/Rps19/Arhgef5",51
"GO:0032640","GO:0032640","tumor necrosis factor production","47/1211","193/28943",4.33950585866647e-23,6.07639307859773e-21,3.33570963504336e-21,"Gpnmb/Tmem106a/Cd84/Lgals9/Trim30a/Fcer1g/Cd14/Slamf9/Clec7a/Ccl4/Clec4a1/Lbp/Ccn1/Havcr2/Ptprc/Ptafr/Tspo/Ripk1/Ccl3/Tyrobp/Zfp36/Fcgr3/Tnfrsf1a/Pycard/Trem2/Cd24a/Ptpn6/Ccr5/Rigi/Syk/Myd88/Cd33/Tirap/Bcl3/Ifngr1/Vsir/Hspb1/Frmd8/Akap12/Cx3cr1/Axl/Stat3/Il33/Angpt1/Igf1/Mapkapk2/Rara",47
"GO:0030099","GO:0030099","myeloid cell differentiation","72/1211","445/28943",4.49913075624877e-23,6.14625155262179e-21,3.37405929114317e-21,"Isg15/Cd300lf/Lox/Hbb-b1/Rab7b/Hmgb2/Fcer1g/Hba-a1/Fes/Nbeal2/Adam8/Hba-a2/Dab2/Gimap5/Enpp1/Clec5a/Ripk1/Ccl3/Tyrobp/Itgam/Zfp36/Ikzf1/Hcls1/Nckap1l/C1qc/Trem2/Ptpn6/Cebpa/Lyn/Trf/Ltbr/Lbr/Spi1/Fas/Fli1/Flna/Lrrk1/Rbp1/Tgfbr2/B2m/Inpp5d/Myh9/Nrros/Ets1/Stat1/Tcirg1/Il15/Cdk6/Cebpb/Zfp36l1/Tirap/Csf3r/Klf2/Stat5a/Rb1/Jag1/Ccn4/Runx1/Ninj1/Csf1/Adgrf5/Mafb/Tmod3/Exoc6/Stat3/Nfkbia/Lmo2/Ptbp3/Jun/Pabpc4/Rps19/Rara",72
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","48/1211","202/28943",4.69755296216614e-23,6.17164331301705e-21,3.38799840579648e-21,"Lgals3/H2-Aa/Cd300lf/Gpnmb/Fgl2/Cd84/Anxa1/Cd44/Lgals9/Hmox1/Havcr2/Gimap5/Cst7/Tyrobp/Milr1/Laptm5/Nckap1l/Grn/Cd274/Cd24a/Fcgr2b/Ptpn6/Samsn1/Lyn/Cd200/Parp3/Spi1/Fas/Il4ra/Tnfrsf13b/Lst1/Inpp5d/Cd37/Mdk/Cd86/Irf1/Cebpb/Tnfaip8l2/Vsir/Runx1/Hspb1/Adgrf5/Cdkn2a/Hlx/Axl/Sdc4/Foxj1/Socs1",48
"GO:0009615","GO:0009615","response to virus","63/1211","347/28943",4.73809431279652e-23,6.17164331301705e-21,3.38799840579648e-21,"Ifi27l2a/Cxcl10/Apobec1/Isg15/Fgl2/Irf7/Bst2/Ifitm1/Lgals9/Trim30a/Ifit1/Ifitm2/Ifitm3/Apobec3/Rsad2/Oasl2/Tlr13/Rnf125/Ptprc/Il1b/Trim30d/Oas1b/H2-Q9/Rtp4/Dhx58/Cd40/Trim12c/Ifit3/Pycard/Unc93b1/Sting1/Zc3hav1/Rigi/Parp9/Irgm1/Trim25/Cgas/Gbp7/Ifit3b/Cd37/Stat1/Cd86/Myd88/Irf1/Il15/Dtx3l/Igtp/Nmi/Eif2ak2/Bcl3/Il10rb/Ifngr1/Trim56/Ifnar2/Ifi27/Ifit2/Bax/Rps15a/Il33/Stat2/Nfkb1/Samhd1/Ddx21",63
"GO:0002263","GO:0002263","cell activation involved in immune response","61/1211","332/28943",1.22940953123635e-22,1.56498245101245e-20,8.59116086301765e-21,"Lgals3/Fgl2/Cd180/Cd84/Anxa1/Lgals1/Lgals9/Rac2/Fcer1g/Hmox1/Fes/Dock2/Lcp1/Itgb2/Lbp/Slc11a1/Lat2/Havcr2/Ptprc/Enpp1/Ptafr/Tyrobp/Itgam/Milr1/Cd244a/Cd40/Ifi35/Icam1/Nckap1l/Pycard/Trem2/Grn/Myo1f/Ptpn6/H2-DMb1/Lyn/Tcim/Parp3/Spi1/Il4ra/Tnfsf13/Anxa3/Syk/Apbb1ip/Mdk/H2-M3/Myd88/Irf1/Dysf/Mfng/Nmi/Snap23/Tmem98/Bcl3/Hlx/Swap70/Stat3/Il33/Nfkbiz/Gadd45g/Rara",61
"GO:0019882","GO:0019882","antigen processing and presentation","38/1211","128/28943",3.12668475059322e-22,3.89168028623836e-20,2.13638506584393e-20,"H2-Aa/Fgl2/Ifi30/Fcgr1/Fcer1g/H2-Eb1/H2-T23/Cd68/Clec4a1/Slc11a1/Tap1/Psmb8/H2-Q4/Psmb9/Rab32/H2-K1/H2-Q7/H2-Q9/Fcgr3/Ctss/Icam1/Pycard/Trem2/Unc93b1/Fcgr2b/H2-DMb1/Ighm/H2-D1/B2m/Tap2/Ctsl/H2-M3/Rftn1/Erap1/Psme1/Tapbp/H2-T22/H2-DMa",38
"GO:0001818","GO:0001818","negative regulation of cytokine production","57/1211","297/28943",3.39082460809183e-22,4.12869752824399e-20,2.2664985538298e-20,"Gpnmb/Bst2/Cd84/Anxa1/Lgals9/Trim30a/Hmox1/Fn1/Clec4a1/Lbp/Slc11a1/Havcr2/Gimap5/Rnf125/Ptprc/Il1r2/Tspo/Tyrobp/Srgn/Zfp36/Laptm5/Dhx58/Nckap1l/Tnfrsf1a/Pycard/Trem2/Cd274/Cd24a/Fcgr2b/Ptpn6/Fbln1/Cd200/Apod/Cmklr1/Inpp5d/Anxa4/Prg4/Nmi/Cd33/Bcl3/Klf2/Vsir/Furin/Aqp4/Cx3cr1/Axl/Il33/Homer3/Angpt1/Csk/Nfkb1/Klf4/Igf1/Ezh2/Rara/Foxj1/Serpinb1a",57
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","60/1211","328/28943",3.48307642894144e-22,4.15078959117043e-20,2.27862625956057e-20,"Lgals3/Fgl2/Cd180/Cd84/Anxa1/Lgals1/Lgals9/Rac2/Fcer1g/Hmox1/Fes/Dock2/Lcp1/Itgb2/Lbp/Slc11a1/Lat2/Havcr2/Ptprc/Enpp1/Ptafr/Tyrobp/Itgam/Milr1/Cd244a/Cd40/Ifi35/Icam1/Nckap1l/Pycard/Trem2/Grn/Myo1f/Ptpn6/H2-DMb1/Lyn/Parp3/Spi1/Il4ra/Tnfsf13/Anxa3/Syk/Apbb1ip/Mdk/H2-M3/Myd88/Irf1/Dysf/Mfng/Nmi/Snap23/Tmem98/Bcl3/Hlx/Swap70/Stat3/Il33/Nfkbiz/Gadd45g/Rara",60
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","53/1211","258/28943",3.74669792069649e-22,4.37192813621271e-20,2.40002294437597e-20,"Lgals3/H2-Aa/Gpnmb/Anxa1/Cd44/Lgals9/Rac2/Mzb1/Cd38/Havcr2/Ptprc/Il1b/Tnfrsf1b/Tyrobp/Cd244a/Laptm5/Aif1/Cd40/Rasal3/Nckap1l/Pycard/Cd274/Cd24a/Fcgr2b/Ptpn6/H2-DMb1/Lyn/Ighm/Tnfrsf13b/Tgfbr2/Lst1/Syk/Inpp5d/Cd37/Cd86/Igfbp2/Myd88/Irf1/Cdkn1a/Il15/Cebpb/Tirap/Stat5a/Vsir/Csf1/Cdkn2a/Vcam1/St6gal1/Il6st/Igf1/Sdc4/Foxj1/Efnb1",53
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","45/1211","186/28943",4.87146187269938e-22,5.56837917326311e-20,3.05682924385712e-20,"Gpnmb/Tmem106a/Cd84/Lgals9/Trim30a/Fcer1g/Cd14/Clec7a/Ccl4/Clec4a1/Lbp/Ccn1/Havcr2/Ptprc/Ptafr/Tspo/Ripk1/Ccl3/Tyrobp/Zfp36/Fcgr3/Tnfrsf1a/Pycard/Trem2/Cd24a/Ptpn6/Ccr5/Rigi/Syk/Myd88/Cd33/Tirap/Bcl3/Ifngr1/Vsir/Hspb1/Akap12/Cx3cr1/Axl/Stat3/Il33/Angpt1/Igf1/Mapkapk2/Rara",45
"GO:0050863","GO:0050863","regulation of T cell activation","63/1211","378/28943",5.04509922407441e-21,5.65152015080816e-19,3.10247049126765e-19,"Lgals3/H2-Aa/Gpnmb/Fgl2/Anxa1/Lgals1/Cd44/Lgals9/Rac2/Il2rg/H2-Eb1/Adam8/Ctla2a/Havcr2/Gimap5/Ptprc/Il1b/Tnfrsf1b/Cd244a/Laptm5/Aif1/Rasal3/Nckap1l/Pycard/Cd274/Cd24a/Ptpn6/H2-DMb1/Fas/Il4ra/Tgfbr2/B2m/Cgas/Syk/Cd37/Mdk/Cd86/Igfbp2/Irf1/Il15/Cebpb/Tnfaip8l2/Cyp26b1/Stat5a/Vsir/Runx1/Hspb1/Sox4/Prdm1/Cdkn2a/Cav1/Hlx/Vcam1/Nfkbiz/Csk/Il6st/Igf1/Sdc4/Rara/Foxj1/Socs1/Efnb1/H2-DMa",63
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","51/1211","253/28943",5.54954687940418e-21,6.09470824932212e-19,3.3457639700185e-19,"Lgals3/H2-Aa/Gpnmb/Anxa1/Cd44/Lgals9/Rac2/Mzb1/Cd38/Havcr2/Ptprc/Il1b/Tnfrsf1b/Tyrobp/Cd244a/Laptm5/Aif1/Cd40/Rasal3/Nckap1l/Pycard/Cd274/Cd24a/Fcgr2b/Ptpn6/H2-DMb1/Lyn/Ighm/Tnfrsf13b/Tgfbr2/Lst1/Syk/Inpp5d/Cd37/Cd86/Igfbp2/Myd88/Irf1/Cdkn1a/Il15/Cebpb/Tirap/Stat5a/Vsir/Cdkn2a/Vcam1/Il6st/Igf1/Sdc4/Foxj1/Efnb1",51
"GO:0002262","GO:0002262","myeloid cell homeostasis","46/1211","206/28943",5.8479608910911e-21,6.21480057103307e-19,3.41169010571188e-19,"Isg15/Hbb-b1/Anxa1/Cd44/Hmgb2/Fcer1g/Hba-a1/Hmox1/Hba-a2/Itgam/Zfp36/Ikzf1/Hcls1/Cfh/Nckap1l/Cd24a/Fcgr2b/Lyn/Lipa/Spi1/B2m/Inpp5d/Ets1/Stat1/Cdk6/Zfp36l1/Adam17/Bcl2l11/Bak1/Klf2/Stat5a/Rb1/Csf1/Adgrf5/Mafb/Tmod3/Bax/Rps24/Exoc6/Axl/Stat3/Slc7a11/Lmo2/Ptbp3/Rps19/Prdx1",46
"GO:0002685","GO:0002685","regulation of leukocyte migration","49/1211","234/28943",5.88081468067761e-21,6.21480057103307e-19,3.41169010571188e-19,"Lgals3/Serpine1/Cxcl10/Ccl12/C5ar1/Anxa1/Lgals9/Rac2/C3ar1/Mmp9/Adam8/Lbp/Msn/Mmp14/Il1b/Ptafr/Ecm1/Aif1/Icam1/Nckap1l/Cnn2/Pycard/Trem2/Gcnt1/Myo1f/Pecam1/Cd9/Lyn/Lgmn/Cd200/Pgf/Spi1/Apod/Cmklr1/Mdk/Myd88/Dysf/Adam17/Tirap/Ninj1/Ano6/Csf1/Edn1/Jam2/Swap70/Cx3cr1/Il33/Rhog/P2rx4",49
"GO:0034341","GO:0034341","response to interferon-gamma","38/1211","139/28943",7.88345027392012e-21,8.17688981189381e-19,4.4888027778013e-19,"H2-Aa/Capg/Ccl12/Vim/Bst2/Ifitm1/Rab7b/Ifitm2/Ccl6/Ifitm3/Ccl9/H2-Eb1/Ccl4/Slc11a1/Cxcl16/Ccl3/Gbp3/Parp14/Sp100/H2-Q7/H2-Q9/Cd40/Mrc1/Irgm2/Gch1/Parp9/Irgm1/Gbp7/Stat1/Irf1/Myo1c/Igtp/Nmi/Gsn/Aqp4/Cdc42ep4/Rab43/Socs1",38
"GO:0048872","GO:0048872","homeostasis of number of cells","62/1211","375/28943",1.58762835843936e-20,1.61678298829434e-18,8.87552619139021e-19,"Isg15/Hbb-b1/Anxa1/Cd44/Hmgb2/Fcer1g/Hba-a1/Hmox1/Hba-a2/Gimap5/Enpp1/Itgam/Zfp36/Ikzf1/Hcls1/Cfh/Nckap1l/Cd24a/Fcgr2b/Lyn/Lipa/Spi1/Fas/Tnfrsf13b/B2m/Inpp5d/Ets1/Stat1/Fstl1/Tcirg1/Cdk6/Emcn/Cxcl5/Zfp36l1/Adam17/Bcl2l11/Bak1/Klf2/Stat5a/Rb1/Csf1/Adgrf5/Sox4/Mafb/Tmod3/Nos3/Bax/Rps24/Exoc6/Cx3cr1/Axl/Bcl2a1a/Stat3/Slc7a11/Lmo2/Ptbp3/F2r/Sh2b2/Ezh2/Rps19/Arhgef5/Prdx1",62
"GO:0045088","GO:0045088","regulation of innate immune response","49/1211","240/28943",1.8472360557371e-20,1.84756591931848e-18,1.01424370654287e-18,"Isg15/Irf7/Lgals9/Hmgb2/Trim30a/Ncf1/Clec7a/Adam8/Lbp/Tap1/Havcr2/Gimap5/Trim30d/Tyrobp/Parp14/Dhx58/Trim12c/Cfh/Ifi35/Mndal/Pycard/Trem2/Grn/Sting1/Ifi203/Myo1f/Vav1/Parp9/Irgm1/Spi1/Cgas/Syk/Tap2/H2-M3/Nectin2/Irf1/Nfe2l2/Serping1/Igtp/Nmi/Tirap/Stat5a/Trim56/Casp6/Stat2/Samhd1/Rps19/Socs1/Serpinb1a",49
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","57/1211","324/28943",2.71747749535242e-20,2.67027920201209e-18,1.46588213553544e-18,"H2-Aa/Anxa1/Lgals1/Cd44/Lgals9/Il2rg/H2-Eb1/Adam8/Itgb2/Havcr2/Gimap5/Ptprc/Il1b/Ptafr/Cd244a/Aif1/Rasal3/Icam1/Nckap1l/Pycard/Gcnt1/Cd274/Cd24a/Ccr5/H2-DMb1/F11r/Il4ra/Tgfbr2/B2m/Syk/Ets1/Mdk/Cd86/Igfbp2/Irf1/Il15/Tbx18/Stat5a/Vsir/Myo10/Runx1/Podxl/Sox4/Itga6/Cav1/Hlx/Cdh1/Vcam1/Bmp7/Nfkbiz/Il6st/Igf1/Rara/Gcnt2/Socs1/Efnb1/H2-DMa",57
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","29/1211","79/28943",3.40856887286987e-20,3.29161969947313e-18,1.80697453314934e-18,"H2-Aa/Ifi30/Fcgr1/Fcer1g/H2-Eb1/H2-T23/Clec4a1/Slc11a1/Tap1/H2-Q4/H2-K1/H2-Q7/H2-Q9/Fcgr3/Ctss/Pycard/Trem2/Unc93b1/Fcgr2b/H2-DMb1/H2-D1/B2m/Tap2/Ctsl/H2-M3/Erap1/Tapbp/H2-T22/H2-DMa",29
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","61/1211","371/28943",4.32482185624559e-20,4.1056486808189e-18,2.25384560965091e-18,"Lgals3/H2-Aa/Gpnmb/Fgl2/Anxa1/Lgals1/Cd44/Lgals9/Il2rg/H2-Eb1/Adam8/Itgb2/Havcr2/Gimap5/Ptprc/Il1b/Ptafr/Cd244a/Laptm5/Aif1/Rasal3/Icam1/Nckap1l/Pycard/Gcnt1/Cd274/Cd24a/Ptpn6/H2-DMb1/Il4ra/Tgfbr2/B2m/Syk/Cd37/Ets1/Mdk/Cd86/Igfbp2/Irf1/Il15/Cebpb/Tnfaip8l2/Stat5a/Vsir/Runx1/Hspb1/Sox4/Cdkn2a/Cav1/Hlx/Vcam1/Nfkbiz/Il6st/Klf4/Igf1/Sdc4/Rara/Foxj1/Socs1/Efnb1/H2-DMa",61
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","35/1211","122/28943",4.80062541643516e-20,4.48138382624222e-18,2.46010997217668e-18,"Cxcr4/Anxa1/Hmox1/Cyp1b1/Adam8/Clec14a/Cdh5/Angpt2/Cd40/Rhoj/Robo4/Myh9/Ets1/Nfe2l2/Mmrn2/Acvrl1/Itgb1/Prcp/Adam17/Stat5a/Hspb1/Nrp1/Gadd45a/Kdr/Nos3/Pdgfb/Emp2/Stard13/Scarb1/Amotl1/Angpt1/P2rx4/Ptgs2/Klf4/Igf1",35
"GO:0002237","GO:0002237","response to molecule of bacterial origin","64/1211","407/28943",5.60470433145645e-20,5.14622114106353e-18,2.82508047492395e-18,"Serpine1/Cxcl10/Ccl12/Cxcl1/Cd180/Pf4/Vim/Cd84/C5ar1/Lgals9/Hmgb2/Trim30a/Cd14/Cd68/Lbp/Slc11a1/Havcr2/Ly86/Il1b/Ptafr/Cxcl16/Tnfrsf1b/Trim30d/Zfp36/Trim12c/Cfh/Pycard/Trem2/Cd274/Cd24a/Fcgr2b/Litaf/Mrc1/Lyn/Gch1/Abca1/Irgm1/Spi1/B2m/Tap2/Mgst1/Stat1/Cd86/H2-M3/Mapkapk3/Myd88/Cebpb/Ncf2/Igtp/Cxcl5/Adam17/Eif2ak2/Tirap/Nos3/Adm/Cx3cr1/Axl/Nfkbia/Scarb1/Nfkb1/Ptgs2/F2r/Mapkapk2/Rara",64
"GO:0042098","GO:0042098","T cell proliferation","48/1211","237/28943",6.46348992302656e-20,5.83903339659222e-18,3.20540816046869e-18,"Lgals3/H2-Aa/Gpnmb/Cxcr4/Anxa1/Cd44/Lgals9/Rac2/Dock2/Itgb2/Slc11a1/Msn/Havcr2/Ptprc/Il1b/Tnfrsf1b/Itgam/Cd244a/Laptm5/Aif1/Rasal3/Nckap1l/Pycard/Cd274/Cd24a/Ptpn6/H2-DMb1/Tgfbr2/Syk/Cd37/Cd86/Igfbp2/Irf1/Il15/Cebpb/Cd151/Ccnd3/Stat5a/Vsir/Ifnar2/Cdkn2a/Bax/Vcam1/Il6st/Igf1/Sdc4/Foxj1/Efnb1",48
"GO:0051607","GO:0051607","defense response to virus","53/1211","289/28943",8.49543775217538e-20,7.55284870633878e-18,4.14622784863898e-18,"Cxcl10/Apobec1/Isg15/Fgl2/Irf7/Bst2/Ifitm1/Trim30a/Ifit1/Ifitm2/Ifitm3/Apobec3/Rsad2/Oasl2/Rnf125/Ptprc/Il1b/Trim30d/Oas1b/H2-Q9/Rtp4/Dhx58/Cd40/Trim12c/Ifit3/Pycard/Unc93b1/Sting1/Zc3hav1/Rigi/Parp9/Trim25/Cgas/Gbp7/Ifit3b/Cd37/Stat1/Cd86/Myd88/Irf1/Il15/Dtx3l/Eif2ak2/Il10rb/Ifngr1/Trim56/Ifnar2/Ifi27/Ifit2/Il33/Stat2/Samhd1/Ddx21",53
